//This line was created by blabla
0,0,1.03433,-294.766
0,1,1.01913,-161.116
0,2,1.01006,-131.153
0,3,1.0268,-190.464
0,4,1.01993,-112.762
0,5,1,2.1364e-08
0,6,0.966851,227.09
0,7,0.946623,341.865
0,8,0.980951,193.962
0,9,1.00743,153.051
0,10,0.985133,202.778
0,11,0.99979,148.382
0,12,1.02231,69.6827
0,13,0.59354,342.28
0,14,1.00663,49.2509
0,15,1.00182,-12.2336
1,0,1.04847,-203.645
1,1,1.02802,-41.3955
1,2,1.02236,6.21666
1,3,1.01616,12.513
1,4,1.01732,-18.5416
1,5,1,1.51686e-08
1,6,0.987968,67.0022
1,7,1.00706,10.5854
1,8,1.02178,48.7092
1,9,1.02376,48.2658
1,10,1.00065,96.4208
1,11,0.998831,71.5437
1,12,1.02041,4.9236
1,13,1.02373,-0.0838631
1,14,1.03082,-25.2744
1,15,1.01675,-59.9433
2,0,0.965994,-254.914
2,1,0.946578,-102.708
2,2,0.911618,-36.6283
2,3,0.893989,30.9124
2,4,0.993903,69.3937
2,5,1,4.7803e-09
2,6,1.0139,-8.9791
2,7,0.99289,26.1512
2,8,0.981013,155.862
2,9,0.97941,153.045
2,10,0.99652,68.1091
2,11,1.00114,65.6683
2,12,0.998996,95.1146
2,13,0.984621,97.4317
2,14,1.00005,22.3679
2,15,1.03498,-159.057
3,0,1.03866,-204.939
3,1,1.01887,-6.29623
3,2,1.009,35.9011
3,3,1.00559,44.9854
3,4,0.985094,51.7048
3,5,1,1.97509e-08
3,6,1.00458,-37.4384
3,7,0.984367,-3.21666
3,8,0.976329,99.7053
3,9,0.990429,66.772
3,10,0.987487,-45.9798
3,11,1.00221,-33.0802
3,12,0.995689,36.0798
3,13,0.980129,40.3076
3,14,1.01497,-56.6
3,15,1.01228,-257.715
